Date,Close,High,Low,Open,Volume
2016-05-10,2189.849853515625,2210.626417590726,2169.073289440524,2169.073289440524,158328000
2016-05-11,2185.695068359375,2210.626951268417,2177.3844407230276,2185.695068359375,91480000
2016-05-12,2185.695068359375,2194.0056959957224,2177.3844407230276,2177.3844407230276,43259500
2016-05-13,2185.695068359375,2194.0056959957224,2160.7631854503325,2160.7631854503325,75686000
2016-05-16,2164.91845703125,2177.3843982425624,2152.4525158199376,2177.3843982425624,84077000
2016-05-17,2160.763427734375,2169.074056302584,2144.1421705979565,2164.9187420184794,64829000
2016-05-18,2164.91845703125,2169.0737707683543,2144.1418883457295,2144.1418883457295,66771000
2016-05-19,2156.607666015625,2164.918292859616,2152.4523525936297,2160.7629794376207,105881500
2016-05-20,2164.91845703125,2164.91845703125,2152.4525158199376,2152.4525158199376,68004000
2016-05-23,2177.384521484375,2177.384521484375,2148.297323678286,2160.763265595181,31748500
2016-05-24,2156.607666015625,2173.2289197036066,2156.607666015625,2169.0736062816113,69157000
2016-05-25,2160.763427734375,2164.9187420184794,2139.986856313852,2160.763427734375,84150500
2016-05-26,2164.91845703125,2173.229084505458,2144.1418883457295,2173.229084505458,42055000
2016-05-27,2160.763427734375,2164.9187420184794,2144.1421705979565,2160.763427734375,80811500
2016-05-30,2194.005859375,2210.6271158854165,2156.6080322265625,2164.918660481771,99330000
2016-05-31,2160.763427734375,2210.6271991436297,2160.763427734375,2210.6271991436297,160724000
2016-06-01,2189.849853515625,2189.849853515625,2169.073289440524,2177.3839150705644,82418000
2016-06-02,2185.695068359375,2194.0056959957224,2173.2291269048537,2177.3844407230276,88747000
2016-06-03,2181.539306640625,2185.6946196056547,2164.9180547805063,2169.073367745536,53839500
2016-06-06,2181.539306640625,2194.0052455357145,2173.2286807105656,2181.539306640625,105900000
2016-06-07,2177.384521484375,2185.695149428972,2173.2292075120768,2185.695149428972,87665500
2016-06-08,2177.384521484375,2181.5398354566732,2160.763265595181,2173.2292075120768,89579500
2016-06-09,2160.763427734375,2169.074056302584,2152.4527991661657,2164.9187420184794,67474500
2016-06-10,2148.297119140625,2160.7630598706482,2144.1418055639506,2156.607746293974,77928000
2016-06-13,2123.364990234375,2152.4521818814214,2119.2096771419397,2135.8309295116806,75798500
2016-06-14,2135.83154296875,2135.83154296875,2106.74434296723,2110.8996572531614,78620500
2016-06-15,2148.297119140625,2152.4524327172994,2127.5205512572534,2135.831178410602,35512500
2016-06-16,2160.763427734375,2164.9187420184794,2148.2974848820613,2152.4527991661657,49661000
2016-06-17,2144.141845703125,2164.918413975442,2135.831218394198,2160.7631003209785,60702000
2016-06-20,2131.676025390625,2152.452594838877,2115.054769832024,2144.141967059576,46267000
2016-06-21,2131.676025390625,2144.141967059576,2115.054769832024,2131.676025390625,89712000
2016-06-22,2144.141845703125,2173.229041284369,2131.675904739735,2131.675904739735,60166000
2016-06-23,2152.45263671875,2164.9185786302487,2135.831380836752,2144.142008777751,30252000
2016-06-24,2123.364990234375,2152.4521818814214,2098.433111679764,2139.986242604116,86883500
2016-06-27,2127.5205078125,2131.6758213043213,2102.5886268615723,2102.5886268615723,44316000
2016-06-28,2164.91845703125,2181.5397119796667,2131.675947134417,2131.675947134417,121856000
2016-06-29,2210.626953125,2210.626953125,2185.6950701950186,2185.6950701950186,200147000
2016-06-30,2214.781982421875,2235.5585488611046,2206.471355846183,2227.2479222854126,186770500
2016-07-01,2198.160888671875,2239.714024563593,2194.005575082703,2223.0927702069057,126695500
2016-07-11,2243.86962890625,2260.4908854166665,2202.3164876302085,2218.937744140625,197073000
2016-07-12,2285.42236328125,2306.1989302201705,2252.1798561789774,2260.4904829545453,190642000
2016-07-13,2293.733642578125,2297.8889571480127,2285.4230134383492,2293.733642578125,138530500
2016-07-14,2302.0439453125,2318.665201235334,2297.8886313317917,2310.354573273917,148394000
2016-07-15,2326.97509765625,2331.130410330636,2297.887908935547,2297.887908935547,195893000
2016-07-18,2318.665771484375,2326.9764014896955,2297.8891964710742,2310.355141479055,116023000
2016-07-19,2376.839111328125,2380.9944244598178,2326.9753537478146,2326.9753537478146,195665500
2016-07-20,2401.770751953125,2405.926064672767,2380.9941883549145,2385.1495010745566,142149000
2016-07-21,2418.392822265625,2439.169392903646,2410.0821940104165,2414.237508138021,202871500
2016-07-22,2414.237548828125,2426.7034914210412,2368.5290926540983,2410.0822346304863,111507000
2016-07-25,2410.0810546875,2422.546991177263,2389.3044938712287,2414.2363668507546,111434500
2016-07-26,2385.14990234375,2414.2370962747714,2360.218021831446,2414.2370962747714,138118000
2016-07-27,2418.392822265625,2435.0140787760415,2393.4609375,2397.616251627604,208198500
2016-07-28,2397.615966796875,2410.0819076987655,2376.839398627058,2410.0819076987655,94670000
2016-07-29,2401.770751953125,2430.8579409906197,2401.770751953125,2410.081377392409,115674000
2016-08-01,2472.41162109375,2489.032875689338,2389.305348115809,2389.305348115809,221091000
2016-08-02,2493.188232421875,2493.188232421875,2464.101036376953,2472.411663818359,158875000
2016-08-03,2489.033447265625,2501.4993910749686,2480.722818059396,2493.1887618687397,115363500
2016-08-04,2493.188232421875,2505.654173583984,2489.0329187011716,2493.188232421875,131859500
2016-08-05,2509.80908203125,2534.7409603295737,2493.1878298323677,2501.4984559318086,175943500
2016-08-08,2509.80908203125,2543.051586429015,2489.032516782647,2518.1197081306914,79174000
2016-08-09,2493.188232421875,2509.8094873046875,2484.8776049804687,2509.8094873046875,96702000
2016-08-10,2484.87744140625,2493.188068300585,2468.2561876175796,2493.188068300585,64883500
2016-08-11,2484.87744140625,2509.809322089256,2476.566814511915,2509.809322089256,107876500
2016-08-12,2493.188232421875,2530.586055908203,2484.8776049804687,2497.343546142578,131484500
2016-08-15,2501.498291015625,2530.5854804460396,2493.1876654640782,2518.119542118719,104034500
2016-08-16,2513.96484375,2526.430785123967,2509.809529958678,2526.430785123967,60200500
2016-08-18,2526.430419921875,2543.051672684519,2513.9644803498923,2513.9644803498923,186254500
2016-08-19,2543.051513671875,2567.9833912568934,2534.7408878102024,2559.6727653952207,169403500
2016-08-22,2543.051513671875,2559.6727653952207,2538.8962007410387,2559.6727653952207,110468500
2016-08-23,2538.896728515625,2576.2945526672465,2509.809531953253,2576.2945526672465,76704500
2016-08-24,2543.051513671875,2551.362139533548,2538.8962007410387,2543.051513671875,111416000
2016-08-25,2534.740966796875,2551.362219038166,2489.032523133325,2551.362219038166,71705000
2016-08-26,2526.430419921875,2534.741046303197,2518.119793540553,2534.741046303197,48785500
2016-08-29,2497.34375,2530.586262479201,2484.8778078202995,2530.586262479201,40904000
2016-08-30,2493.188232421875,2497.343546142578,2484.8776049804687,2497.343546142578,70749500
2016-08-31,2501.498291015625,2522.2748548944924,2468.2557888094375,2468.2557888094375,169155000
2016-09-01,2493.188232421875,2505.654173583984,2468.256350097656,2468.256350097656,56229500
2016-09-02,2493.188232421875,2543.0519970703126,2489.0329187011716,2501.4988598632813,63478000
2016-09-05,2493.188232421875,2538.8966833496092,2489.0329187011716,2538.8966833496092,74444000
2016-09-06,2497.34375,2509.8096921797005,2484.8778078202995,2501.4990640599003,70876500
2016-09-07,2526.430419921875,2543.051672684519,2509.809167159231,2543.051672684519,137103000
2016-09-08,2522.275634765625,2543.052205068472,2518.1203207050557,2543.052205068472,88467500
2016-09-09,2501.498291015625,2522.2748548944924,2489.032352688305,2522.2748548944924,86764000
2016-09-13,2497.34375,2509.8096921797005,2468.2565515806987,2501.4990640599003,108835000
2016-09-14,2489.033447265625,2493.1887618687397,2459.946245043823,2484.8781326625103,92904000
2016-09-15,2509.80908203125,2543.051586429015,2489.032516782647,2526.4303342301323,159713000
2016-09-16,2509.80908203125,2530.585647279853,2493.1878298323677,2509.80908203125,151477000
2016-09-19,2534.740966796875,2538.896279857198,2509.8090884349385,2534.740966796875,70684000
2016-09-20,2509.80908203125,2538.896273379294,2509.80908203125,2526.4303342301323,74726500
2016-09-21,2522.275634765625,2530.586262886764,2505.6543785233475,2509.809692583917,93367000
2016-09-22,2551.362548828125,2592.9156848025245,2547.207235230685,2551.362548828125,112772500
2016-09-23,2572.138916015625,2592.9154823808562,2555.51766292344,2572.138916015625,111259000
2016-09-26,2551.362548828125,2572.1391168153245,2534.741294438365,2572.1391168153245,56087500
2016-09-27,2659.400390625,2659.400390625,2493.1878662109375,2509.8091186523434,121486000
2016-09-28,2563.828369140625,2605.381503162353,2559.673055738452,2588.760249553662,104262000
2016-09-29,2613.6923828125,2642.779579441574,2576.2945585751195,2576.2945585751195,131983000
2016-09-30,2609.537109375,2659.4008757961783,2576.294598427548,2655.245561927747,146694500
2016-10-03,2655.245361328125,2692.643183318662,2651.090047773621,2651.090047773621,78715000
2016-10-04,2651.090087890625,2692.6432240644594,2642.779460655858,2692.6432240644594,81285000
2016-10-05,2626.158203125,2659.4007120253164,2617.8475758999207,2617.8475758999207,63367500
2016-10-06,2622.002685546875,2667.71113172915,2617.8473722575773,2659.4005051505546,58324500
2016-10-07,2626.158203125,2659.4007120253164,2617.8475758999207,2659.4007120253164,46006500
2016-10-10,2609.537109375,2646.9349341908837,2601.226481638137,2609.537109375,24959000
2016-10-11,2626.158203125,2646.9347711876976,2613.6922622873813,2646.9347711876976,72176500
2016-10-12,2592.915771484375,2634.4689088479067,2555.5179478571963,2626.1582813752,78936000
2016-10-13,2567.98388671875,2605.3817103117417,2551.362631788532,2592.9157691140776,57745000
2016-10-14,2626.158203125,2667.7113392503957,2555.5178717118274,2572.1391261619856,107271500
2016-10-17,2642.779052734375,2646.9343657103723,2626.1578008303854,2626.1578008303854,114630500
2016-10-18,2667.711181640625,2671.866495007667,2651.089928172459,2659.4005549065423,160526000
2016-10-19,2655.245361328125,2684.332556209654,2630.3134800011003,2655.245361328125,43748000
2016-10-20,2617.847900390625,2651.0904134114585,2617.847900390625,2634.4691569010415,38996000
2016-10-21,2626.158203125,2634.468830350079,2622.00288951246,2634.468830350079,52681000
2016-10-24,2605.38134765625,2638.6238528895037,2584.6047818854663,2638.6238528895037,64539500
2016-10-25,2576.294189453125,2609.5366951234882,2572.13887624433,2597.070755497102,105666000
2016-10-26,2576.294189453125,2592.9154422883066,2572.13887624433,2592.9154422883066,61653500
2016-10-27,2580.44921875,2588.7598442532208,2572.1385932467797,2576.2939059983896,79667000
2016-10-28,2592.915771484375,2592.915771484375,2563.828575329903,2580.4498302753154,72105000
2016-10-31,2580.44921875,2592.915157004831,2563.827967743559,2576.2939059983896,65543500
2016-11-01,2567.98388671875,2601.226396579187,2567.98388671875,2576.2945141838595,77657500
2016-11-02,2572.138916015625,2580.4495425617174,2547.2070363773473,2567.9836027425786,101446000
2016-11-03,2563.828369140625,2576.2943093471436,2543.051802129761,2576.2943093471436,68455000
2016-11-04,2576.294189453125,2576.294189453125,2543.051683782762,2551.362310200353,62182500
2016-11-07,2559.673095703125,2580.449663038378,2509.809334098519,2534.741214900822,110497000
2016-11-08,2576.294189453125,2592.9154422883066,2559.672936617944,2559.672936617944,106514500
2016-11-09,2543.051513671875,2588.7599559110754,2534.7408878102024,2576.2940171185664,126875000
2016-11-10,2530.586181640625,2563.8286930579075,2530.586181640625,2543.052123422106,69882500
2016-11-11,2439.169189453125,2493.188268606261,2410.0819929860522,2493.188268606261,222566500
2016-11-14,2389.305419921875,2393.4607336956524,2318.665085767663,2393.4607336956524,156689000
2016-11-15,2418.392822265625,2472.411905924479,2343.59716796875,2376.8396809895835,135474500
2016-11-16,2447.47998046875,2480.7224929369163,2422.5480961176254,2422.5480961176254,129035500
2016-11-17,2451.634521484375,2468.2557724774892,2443.3238959878177,2451.634521484375,120499000
2016-11-18,2447.47998046875,2451.635294527271,2430.858724234667,2443.3246664102294,80701500
2016-11-21,2447.47998046875,2455.7906085857917,2430.858724234667,2443.3246664102294,87375000
2016-11-22,2435.013671875,2447.4796121747013,2410.081791275597,2410.081791275597,129317000
2016-11-23,2443.324951171875,2451.6355802574935,2430.859007543447,2435.0143220862565,51143500
2016-11-24,2418.392822265625,2443.32470703125,2393.4609375,2410.0821940104165,83313000
2016-11-25,2414.237548828125,2418.3928630257637,2401.7716062352088,2410.0822346304863,71262500
2016-11-28,2389.305419921875,2414.237302564538,2380.9947923743207,2401.7713612432067,75786000
2016-11-29,2385.14990234375,2397.615842599902,2347.752081575294,2380.9945889250325,101969000
2016-11-30,2376.839111328125,2393.460363854895,2372.6837981964327,2385.14973759151,163078500
2016-12-01,2421.937744140625,2434.465008334456,2384.3559515591323,2388.531706290409,107127500
2016-12-02,2451.167724609375,2526.331300491775,2434.4647077466198,2446.991970393686,137411500
2016-12-05,2446.9921875,2476.222469603242,2421.937659982935,2451.1679420861774,64879000
2016-12-06,2451.167724609375,2463.694987256442,2438.6404619623086,2455.343478825064,59009500
2016-12-07,2446.9921875,2459.519451258532,2438.6406783276448,2455.343696672355,69524500
2016-12-08,2455.34375,2484.574032738095,2421.9377125850338,2421.9377125850338,121795500
2016-12-09,2455.34375,2472.046768707483,2446.9922406462583,2472.046768707483,86596000
2016-12-13,2455.34375,2467.871014030612,2421.9377125850338,2451.167995323129,121360000
2016-12-14,2463.695068359375,2505.45261189089,2455.343559653072,2455.343559653072,128356000
2016-12-15,2467.87060546875,2476.222113439879,2455.343343512056,2459.5190974976204,125417000
2016-12-16,2472.046875,2505.4529138513512,2446.9923458614867,2455.343855574324,105628500
2016-12-19,2459.51904296875,2476.222058540694,2421.937257931876,2421.937257931876,53658000
2016-12-20,2467.87060546875,2472.046359454315,2430.2888195986675,2430.2888195986675,37145000
2016-12-21,2451.167724609375,2472.0464956878195,2442.8162161779974,2472.0464956878195,97165000
2016-12-22,2430.2890625,2434.464816902921,2405.2345360824743,2421.937553694158,75773000
2016-12-23,2413.5859375,2438.640462802768,2384.355657980104,2405.234429065744,73656500
2016-12-27,2472.046875,2480.398384712838,2359.301493876689,2388.5317778716217,41749000
2016-12-28,2459.51904296875,2509.628089684582,2459.51904296875,2488.749320219652,70098000
2016-12-29,2563.913330078125,2576.4405939058684,2459.519464846931,2472.0467286746743,122316500
2016-12-30,2588.9677734375,2597.3192823840727,2559.737492124496,2563.9132465977823,235500500
2017-01-02,2588.9677734375,2588.9677734375,2588.9677734375,2588.9677734375,0
2017-01-03,2634.901123046875,2634.901123046875,2543.0345228772535,2588.967822962064,46748000
2017-01-04,2622.3740234375,2651.6043071382364,2614.022513808718,2647.4285523238455,85216500
2017-01-05,2618.197998046875,2634.901015578275,2609.8464892811753,2622.373752429725,97909000
2017-01-06,2605.6708984375,2622.3739170172275,2580.6163705679087,2580.6163705679087,36603000
2017-01-09,2563.913330078125,2605.6708761706027,2530.507293204143,2597.319366952107,88087500
2017-01-10,2572.264404296875,2588.9674199091924,2559.737142587637,2580.6159121030337,52004500
2017-01-11,2555.561279296875,2601.494570264629,2555.561279296875,2597.318816540288,43772500
2017-01-12,2559.7373046875,2580.6160755250817,2551.3857963524674,2555.561550519984,30781000
2017-01-13,2551.385986328125,2601.49504006943,2538.8587228927986,2538.8587228927986,69512500
2017-01-16,2534.682861328125,2547.2101242341946,2505.4525812139623,2538.858615630148,62039500
2017-01-17,2534.682861328125,2547.2101242341946,2530.5071070261015,2534.682861328125,22368500
2017-01-18,2555.561279296875,2555.561279296875,2530.5067569508274,2551.385525572534,93410500
2017-01-19,2568.0888671875,2572.2646214430897,2547.210095909553,2563.9131129319107,34360500
2017-01-20,2547.2099609375,2551.3857149718237,2513.8039286629096,2547.2099609375,44242500
2017-01-23,2513.803955078125,2555.5614958601536,2513.803955078125,2538.8584795473425,21962000
2017-01-24,2513.803955078125,2547.209987703748,2513.803955078125,2538.8584795473425,36251000
2017-01-25,2497.100830078125,2551.385630731997,2497.100830078125,2551.385630731997,33161500
2017-01-26,2555.561279296875,2576.4400479185815,2505.4522346047793,2505.4522346047793,53606000
2017-01-27,2572.264404296875,2597.318927715351,2530.5068652660816,2530.5068652660816,37555500
2017-01-30,2580.616455078125,2601.495228986524,2559.737681169726,2601.495228986524,33673000
2017-01-31,2555.561279296875,2597.318816540288,2547.2097718481923,2555.561279296875,36946500
2017-02-01,2576.43994140625,2588.9672020613857,2576.43994140625,2588.9672020613857,43359000
2017-02-02,2580.616455078125,2584.792209859805,2551.3861716063666,2559.737681169726,61584000
2017-02-03,2584.791748046875,2588.967502082492,2576.4402399756414,2580.615994011258,44754000
2017-02-06,2605.6708984375,2618.198162372296,2588.9678798577725,2601.4951437925683,63275000
2017-02-07,2609.84619140625,2609.84619140625,2576.44016015625,2576.44016015625,47873500
2017-02-08,2605.6708984375,2614.0224077273638,2593.1436345027046,2609.846653082432,73968000
2017-02-09,2609.84619140625,2614.0219453125,2605.6704375,2605.6704375,134806500
2017-02-10,2505.45263671875,2622.373759765625,2505.45263671875,2609.8464965820312,82921000
2017-02-13,2593.143310546875,2614.0220811631943,2563.913031684028,2588.9675564236113,98775500
2017-02-14,2588.9677734375,2597.3192823840727,2568.0890010710687,2580.6162644909277,68492000
2017-02-15,2588.9677734375,2588.9677734375,2588.9677734375,2588.9677734375,0
2017-02-16,2588.9677734375,2605.6707913306454,2568.0890010710687,2605.6707913306454,109934500
2017-02-17,2584.791748046875,2601.4947641893427,2563.9129778687907,2580.615994011258,54111500
2017-02-20,2580.616455078125,2605.6709837682038,2572.2649455147653,2605.6709837682038,49225000
2017-02-21,2588.9677734375,2593.1435279107864,2572.264755544355,2572.264755544355,47016500
2017-02-22,2588.9677734375,2601.495036857359,2572.264755544355,2572.264755544355,47767500
2017-02-23,2588.9677734375,2601.495036857359,2572.264755544355,2572.264755544355,81655500
2017-02-24,2588.9677734375,2605.6707913306454,2588.9677734375,2593.1435279107864,33280500
2017-02-27,2588.9677734375,2593.1435279107864,2572.264755544355,2588.9677734375,28618000
2017-02-28,2580.616455078125,2597.3194742048445,2572.2649455147653,2588.9679646414847,110184500
2017-03-01,2588.9677734375,2593.1435279107864,2572.264755544355,2572.264755544355,102209000
2017-03-02,2588.9677734375,2618.198054750504,2584.7920189642136,2614.0223002772177,78309500
2017-03-03,2584.791748046875,2597.3190101537257,2576.4402399756414,2580.615994011258,88454000
2017-03-06,2584.791748046875,2584.791748046875,2563.9129778687907,2572.2644859400243,44661500
2017-03-07,2580.616455078125,2588.9679646414847,2572.2649455147653,2572.2649455147653,52582000
2017-03-08,2588.9677734375,2593.1435279107864,2580.6162644909277,2588.9677734375,87391500
2017-03-09,2609.84619140625,2622.3734531249997,2588.967421875,2609.84619140625,47322000
2017-03-10,2609.84619140625,2622.3734531249997,2584.79166796875,2622.3734531249997,34386000
2017-03-13,2597.318603515625,2614.0216170430567,2584.791343370051,2605.670110279341,24933000
2017-03-14,2618.197998046875,2655.779787492524,2614.022243664025,2622.373752429725,62225000
2017-03-15,2614.0224609375,2634.9012345871606,2593.1436872878394,2634.9012345871606,70286000
2017-03-16,2651.603759765625,2672.482529527559,2639.0764979084647,2655.779513718012,186021500
2017-03-17,2664.131591796875,2705.889140257641,2651.604327258645,2672.4831014890283,223808500
2017-03-20,2685.010009765625,2710.064535517715,2664.13123830555,2689.18576405764,191276500
2017-03-21,2714.240234375,2718.4159885817307,2697.5372175480766,2710.0644801682693,133231500
2017-03-22,2726.767578125,2730.9433324559723,2680.8342804843032,2680.8342804843032,178821000
2017-03-23,2772.700439453125,2797.754961496376,2735.1186563882484,2739.2944100621235,195774000
2017-03-24,2764.349365234375,2806.106908515861,2747.6463479217805,2806.106908515861,86403000
2017-03-27,2764.349365234375,2776.8766282188208,2755.9978565780775,2764.349365234375,74524000
2017-03-29,2789.403564453125,2810.2823336481333,2776.87630293612,2785.2278106141234,112645500
2017-03-30,2810.282958984375,2818.6344685207328,2789.4041851434804,2810.282958984375,96488000
2017-03-31,2764.349365234375,2839.5129431410496,2764.349365234375,2810.2826628440093,81642500
2017-04-03,2768.524658203125,2831.1609626873587,2768.524658203125,2768.524658203125,186889000
2017-04-04,2797.75537109375,2822.8098968050376,2781.0523539528917,2797.75537109375,74096500
2017-04-05,2797.75537109375,2797.75537109375,2797.75537109375,2797.75537109375,0
2017-04-06,2893.7978515625,2902.1493605136184,2872.919079184704,2872.919079184704,117034500
2017-04-07,2897.97314453125,2918.851913584069,2872.9186216678677,2918.851913584069,133337000
2017-04-10,2897.97314453125,2964.7852055002704,2881.270129288995,2943.9064364474516,79805500
